,last_name,first_name,initials,affiliation,affiliation_date,publication_title,name
4304,Irimia,Adriana,A,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA; Center for HIV/AIDS Vaccine Development, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Irimia, Adriana"
4305,Copps,Jeffrey,J,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Copps, Jeffrey"
4306,Zhou,Kenneth H,KH,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Zhou, Kenneth H"
4307,Kwon,Young D,YD,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Kwon, Young D"
4308,Law,William H,WH,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Law, William H"
4309,Schramm,Chaim A,CA,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Schramm, Chaim A"
4310,Verardi,Raffaello,R,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Verardi, Raffaello"
4311,Krebs,Shelly J,SJ,"U.S. Military HIV Research Program, Walter Reed Army Institute of Research, Silver Spring, MD 20910, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Krebs, Shelly J"
4312,Kwong,Peter D,PD,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Kwong, Peter D"
4313,Doria-Rose,Nicole A,NA,"Vaccine Research Center, National Institute of Allergy and Infectious Diseases, NIH, Bethesda, MD 20892, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Doria-Rose, Nicole A"
4314,Wilson,Ian A,IA,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA; Center for HIV/AIDS Vaccine Development, The Scripps Research Institute, La Jolla, CA 92037, USA; Skaggs Institute for Chemical Biology, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Wilson, Ian A"
4315,Zwick,Michael B,MB,"Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA 92037, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Zwick, Michael B"
4316,Yates,John R,JR,"Department of Chemical Physiology, The Scripps Research Institute, La Jolla, CA, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Yates, John R"
4317,Schief,William R,WR,"International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA; Center for HIV/AIDS Vaccine Development, The Scripps Research Institute, La Jolla, CA 92037, USA; Department of Immunology and Microbiology, The Scripps Research Institute, La Jolla, CA 92037, USA; Ragon Institute of MGH, MIT, and Harvard, Cambridge, MA 02129, USA.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Schief, William R"
4318,Ward,Andrew B,AB,"Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA, 92037, USA; International AIDS Vaccine Initiative Neutralizing Antibody Center, The Scripps Research Institute, La Jolla, CA 92037, USA; Center for HIV/AIDS Vaccine Development, The Scripps Research Institute, La Jolla, CA 92037, USA. Electronic address: andrew@scripps.edu.",2020-04-30,HIV-1 Envelope and MPER Antibody Structures in Lipid Assemblies.,"Ward, Andrew B"
4319,Yates,John R,JR,"Departments of Molecular Medicine and Neurobiology, The Scripps Research Institute, 10550 North Torrey Pines Road, SR302B, LaJolla, California 92037, United States.",2020-04-28,"The Journey Is the Reward, a Taoist Proverb: John B. Fenn Award for Distinguished Contribution in Mass Spectrometry Lecture.","Yates, John R"
4320,Burrows,Cynthia J,CJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
4321,Wang,Shu,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
4322,Kim,Hyun Jae,HJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
4323,Meyer,Gerald J,GJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
4324,Schanze,Kirk,K,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
4325,Lee,T Randall,TR,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
4326,Lutkenhaus,Jodie L,JL,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
4327,Kaplan,David,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
4328,Jones,Christopher,C,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
4329,Bertozzi,Carolyn,C,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
4330,Kiessling,Laura,L,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
4331,Mulcahy,Mary Beth,MB,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
4332,Lindsley,Craig W,CW,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
4333,Finn,M G,MG,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
4334,Blum,Joel D,JD,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
4335,Kamat,Prashant,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
4336,Aldrich,Courtney C,CC,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
4337,Rowan,Stuart,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
4338,Bin Liu,,,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
4339,Liotta,Dennis,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
4340,Weiss,Paul S,PS,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
4341,Zhang,Deqing,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
4342,Ganesh,Krishna N,KN,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
4343,Sexton,Patrick,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
4344,Atwater,Harry A,HA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
4345,Gooding,J Justin,JJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
4346,Allen,David T,DT,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
4347,Voigt,Christopher A,CA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
4348,Sweedler,Jonathan,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
4349,Schepartz,Alanna,A,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
4350,Rotello,Vincent,V,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
4351,Lecommandoux,Sébastien,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
4352,Sturla,Shana J,SJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
4353,Hammes-Schiffer,Sharon,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
4354,Buriak,Jillian,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
4355,Steed,Jonathan W,JW,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
4356,Wu,Hongwei,H,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
4357,Zimmerman,Julie,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
4358,Brooks,Bryan,B,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
4359,Savage,Phillip,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
4360,Tolman,William,W,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
4361,Hofmann,Thomas F,TF,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
4362,Brennecke,Joan F,JF,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
4363,Holme,Thomas A,TA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
4364,Merz,Kenneth M,KM,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Merz, Kenneth M"
4365,Scuseria,Gustavo,G,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scuseria, Gustavo"
4366,Jorgensen,William,W,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jorgensen, William"
4367,Georg,Gunda I,GI,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Georg, Gunda I"
4368,Wang,Shaomeng,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shaomeng"
4369,Proteau,Philip,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Proteau, Philip"
4370,Yates,John R,JR,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Yates, John R"
4371,Stang,Peter,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Stang, Peter"
4372,Walker,Gilbert C,GC,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Walker, Gilbert C"
4373,Hillmyer,Marc,M,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hillmyer, Marc"
4374,Taylor,Lynne S,LS,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Taylor, Lynne S"
4375,Odom,Teri W,TW,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Odom, Teri W"
4376,Carreira,Erick,E,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Carreira, Erick"
4377,Rossen,Kai,K,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rossen, Kai"
4378,Chirik,Paul,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Chirik, Paul"
4379,Miller,Scott J,SJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Miller, Scott J"
4380,McCoy,Anne,A,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","McCoy, Anne"
4381,Shea,Joan-Emma,JE,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Shea, Joan-Emma"
4382,Zanni,Martin,M,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zanni, Martin"
4383,Murphy,Catherine,C,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Murphy, Catherine"
4384,Scholes,Gregory,G,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Scholes, Gregory"
4385,Loo,Joseph A,JA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Loo, Joseph A"
4386,Burrows,Cynthia J,CJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Burrows, Cynthia J"
4387,Wang,Shu,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wang, Shu"
4388,Kim,Hyun Jae,HJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kim, Hyun Jae"
4389,Meyer,Gerald J,GJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Meyer, Gerald J"
4390,Schanze,Kirk,K,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schanze, Kirk"
4391,Lee,T Randall,TR,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lee, T Randall"
4392,Lutkenhaus,Jodie L,JL,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lutkenhaus, Jodie L"
4393,Kaplan,David,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kaplan, David"
4394,Jones,Christopher,C,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Jones, Christopher"
4395,Bertozzi,Carolyn,C,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Bertozzi, Carolyn"
4396,Kiessling,Laura,L,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kiessling, Laura"
4397,Mulcahy,Mary Beth,MB,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Mulcahy, Mary Beth"
4398,Lindsley,Craig W,CW,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lindsley, Craig W"
4399,Finn,M G,MG,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Finn, M G"
4400,Blum,Joel D,JD,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Blum, Joel D"
4401,Kamat,Prashant,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Kamat, Prashant"
4402,Aldrich,Courtney C,CC,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Aldrich, Courtney C"
4403,Rowan,Stuart,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rowan, Stuart"
4404,Bin Liu,,,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.",Bin Liu
4405,Liotta,Dennis,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Liotta, Dennis"
4406,Weiss,Paul S,PS,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Weiss, Paul S"
4407,Zhang,Deqing,D,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zhang, Deqing"
4408,Ganesh,Krishna N,KN,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Ganesh, Krishna N"
4409,Sexton,Patrick,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sexton, Patrick"
4410,Atwater,Harry A,HA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Atwater, Harry A"
4411,Gooding,J Justin,JJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Gooding, J Justin"
4412,Allen,David T,DT,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Allen, David T"
4413,Voigt,Christopher A,CA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Voigt, Christopher A"
4414,Sweedler,Jonathan,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sweedler, Jonathan"
4415,Schepartz,Alanna,A,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Schepartz, Alanna"
4416,Rotello,Vincent,V,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Rotello, Vincent"
4417,Lecommandoux,Sébastien,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Lecommandoux, Sébastien"
4418,Sturla,Shana J,SJ,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Sturla, Shana J"
4419,Hammes-Schiffer,Sharon,S,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hammes-Schiffer, Sharon"
4420,Buriak,Jillian,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Buriak, Jillian"
4421,Steed,Jonathan W,JW,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Steed, Jonathan W"
4422,Wu,Hongwei,H,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Wu, Hongwei"
4423,Zimmerman,Julie,J,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Zimmerman, Julie"
4424,Brooks,Bryan,B,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brooks, Bryan"
4425,Savage,Phillip,P,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Savage, Phillip"
4426,Tolman,William,W,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Tolman, William"
4427,Hofmann,Thomas F,TF,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Hofmann, Thomas F"
4428,Brennecke,Joan F,JF,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Brennecke, Joan F"
4429,Holme,Thomas A,TA,,2020-04-24,"Update to Our Reader, Reviewer, and Author Communities-April 2020.","Holme, Thomas A"
